confirmados_pdia;total_confirmados;hospitalizados;uci;fallecidos;cod_cuando;cod_donde_provincia
1;1;0;0;0;384;1
14;16;0;0;0;384;2
6;6;2;1;0;384;4
2;2;0;0;0;384;6
0;1;0;0;0;384;8
3;5;0;0;0;385;2
3;3;1;1;0;385;4
1;2;0;0;0;385;8
1;1;0;0;0;386;1
2;2;2;0;1;386;2
1;3;1;0;0;386;6
1;8;0;0;0;386;7
1;2;0;0;0;386;8
1;1;0;0;0;387;4
0;1;0;0;0;387;7
1;1;1;0;0;387;8
1;1;0;0;0;388;7
1;1;0;0;0;389;1
1;1;0;0;0;389;2
1;1;1;0;0;389;3
2;2;0;0;0;389;6
0;3;0;0;0;390;2
0;1;0;0;0;390;5
3;4;0;0;0;390;7
1;1;0;0;0;390;8
2;2;0;0;0;391;2
1;1;0;0;0;391;3
1;1;0;0;0;391;4
3;4;0;0;0;391;7
1;1;0;0;0;391;8
1;4;3;0;0;392;1
2;3;0;0;0;392;6
1;4;0;0;0;392;7
1;1;0;0;0;393;1
2;4;0;0;0;393;2
1;1;0;0;0;393;4
1;2;0;0;0;393;6
1;1;0;0;0;393;7
2;2;1;0;0;393;8
0;1;0;0;0;394;2
2;3;0;0;0;394;7
3;3;0;0;0;394;8
1;1;0;0;0;395;3
1;1;0;0;0;395;4
1;1;0;0;0;395;7
1;1;0;0;0;395;8
1;1;0;0;0;396;2
1;1;0;0;0;396;3
1;1;0;0;0;396;6
6;6;1;0;0;396;7
1;1;0;0;0;396;8
4;4;0;0;0;397;1
2;3;0;0;0;397;2
2;2;1;0;0;397;3
2;4;2;1;1;397;4
4;4;1;0;0;397;7
1;2;1;0;0;397;8
2;2;0;0;0;398;1
1;1;0;0;0;398;4
3;3;0;0;0;398;6
5;6;1;0;0;398;7
2;2;0;0;0;398;8
4;4;3;0;0;399;1
2;3;0;0;0;399;2
1;1;1;0;0;399;3
4;4;0;0;0;399;4
1;3;1;0;1;399;6
2;2;0;0;0;399;7
3;3;1;0;0;399;8
1;1;0;0;0;400;1
1;1;0;0;0;400;2
1;1;0;0;0;400;4
1;2;0;0;0;400;6
6;7;2;0;0;400;7
3;3;1;0;0;400;8
4;4;0;0;0;401;1
0;1;0;0;0;401;2
4;4;1;0;0;401;3
1;1;1;0;0;401;4
3;3;1;0;0;401;5
2;2;0;0;0;401;6
4;4;3;0;1;401;7
1;1;0;0;0;401;8
2;2;0;0;0;402;1
4;4;1;0;0;402;2
1;1;0;0;0;402;5
2;2;0;0;0;402;6
1;1;0;0;0;402;7
2;2;1;0;1;403;1
3;3;0;0;0;403;2
1;1;0;0;0;403;4
3;3;1;0;0;403;6
5;5;0;0;0;403;7
1;1;0;0;0;404;1
1;2;0;0;0;404;2
2;2;0;0;0;404;3
2;2;0;0;0;404;4
1;3;0;0;0;404;6
5;6;0;0;0;404;7
2;2;0;0;0;404;8
3;4;2;0;0;405;1
2;2;0;0;0;405;2
3;4;0;0;0;405;4
0;1;1;0;0;405;5
2;2;1;0;0;405;6
2;4;0;0;0;405;7
3;3;0;0;0;406;1
3;3;0;0;0;406;2
1;1;0;0;0;406;3
2;3;0;0;0;406;4
5;5;1;0;0;406;7
0;1;0;0;0;406;8
1;2;1;0;0;407;1
2;2;0;0;0;407;2
1;1;0;0;0;407;3
0;6;0;0;0;407;4
1;1;0;0;0;407;6
0;3;0;0;0;407;7
2;2;0;0;0;407;8
2;3;0;0;0;408;2
1;1;0;0;0;408;3
0;3;0;0;0;408;4
0;1;0;0;0;408;5
1;2;0;0;0;408;6
4;10;0;0;0;408;7
0;1;0;0;0;408;8
1;1;0;0;0;409;1
0;2;0;0;0;409;4
1;1;1;0;0;409;6
1;1;0;0;0;409;7
1;2;1;0;0;410;1
0;1;0;0;0;410;2
2;3;0;0;0;410;4
1;2;0;0;0;410;6
2;2;0;0;0;410;7
1;1;0;0;0;410;8
1;5;2;0;0;411;1
0;3;0;0;0;411;2
2;12;1;0;0;411;4
1;1;1;0;0;411;5
4;6;1;0;1;411;6
3;25;0;0;0;411;7
2;3;0;0;0;411;8
1;6;0;0;0;412;1
1;5;1;1;0;412;2
0;1;0;0;0;412;3
5;9;1;0;0;412;4
2;4;0;0;0;412;6
1;19;0;0;0;412;7
2;9;1;0;0;412;8
1;8;2;1;0;413;1
7;9;2;0;0;413;2
2;7;1;0;0;413;3
3;12;1;0;0;413;4
0;1;0;0;0;413;5
11;17;4;1;0;413;6
3;39;3;0;0;413;7
2;7;1;0;0;413;8
0;9;0;0;0;414;1
2;5;0;0;0;414;2
0;12;0;0;0;414;3
4;12;2;0;0;414;4
0;1;0;0;0;414;5
1;8;0;0;0;414;6
5;37;0;0;0;414;7
3;10;1;1;0;414;8
0;6;0;0;0;415;1
1;5;0;0;0;415;2
2;10;0;0;0;415;3
1;4;0;0;0;415;4
1;1;0;0;0;415;5
8;19;2;0;0;415;6
2;43;1;0;0;415;7
1;13;0;0;0;415;8
1;1;1;0;0;416;1
1;4;2;0;0;416;3
1;8;1;0;0;416;4
1;1;0;0;0;416;6
1;10;1;0;0;416;7
1;1;0;0;0;416;8
0;1;0;0;0;417;1
1;1;0;0;0;417;2
1;2;0;0;0;417;3
1;10;2;0;0;417;4
4;4;1;0;0;417;6
1;8;0;0;0;417;7
0;3;0;0;0;417;8
2;7;0;0;0;418;1
1;12;0;0;0;418;2
2;6;1;0;1;418;3
6;24;2;0;0;418;4
1;2;0;0;0;418;5
9;25;1;0;2;418;6
4;64;5;0;0;418;7
8;41;0;0;1;418;8
2;16;6;2;1;419;1
3;8;1;0;1;419;2
0;5;0;0;0;419;3
2;23;1;0;0;419;4
2;11;4;0;1;419;6
3;61;0;0;0;419;7
3;22;1;0;0;419;8
3;13;2;0;0;420;1
1;10;1;0;0;420;2
3;11;1;0;0;420;3
4;17;0;0;0;420;4
0;2;0;0;0;420;5
3;16;2;0;0;420;6
1;53;0;0;0;420;7
2;22;2;0;0;420;8
0;10;0;0;0;421;1
5;12;0;0;0;421;2
1;16;2;0;0;421;3
4;17;2;0;0;421;4
0;3;0;0;0;421;5
3;10;0;0;0;421;6
4;64;0;0;0;421;7
4;24;3;0;0;421;8
2;14;2;0;0;422;1
0;14;0;0;0;422;2
0;11;0;0;0;422;3
4;10;0;0;0;422;4
1;3;0;0;0;422;5
8;22;6;2;2;422;6
4;78;0;0;0;422;7
4;14;1;0;0;422;8
3;3;0;0;0;423;1
1;5;1;1;0;423;3
0;5;1;0;0;423;4
8;19;4;0;1;423;6
1;11;3;1;1;423;7
0;2;0;0;0;423;8
5;6;2;0;0;424;1
0;1;1;0;0;424;2
2;11;2;0;0;424;3
4;12;1;0;1;424;4
1;15;0;0;0;424;7
4;7;3;0;1;424;8
2;12;1;0;0;425;1
0;14;1;0;0;425;2
1;26;0;0;0;425;3
4;18;1;0;0;425;4
0;2;0;0;0;425;5
3;16;2;0;0;425;6
6;78;4;0;0;425;7
7;21;3;1;0;425;8
1;15;0;0;0;426;1
1;10;0;0;0;426;2
1;13;2;1;0;426;3
2;19;1;0;0;426;4
0;5;0;0;0;426;5
4;20;4;1;1;426;6
1;45;2;0;1;426;7
8;32;1;0;1;426;8
0;10;2;0;0;427;1
2;11;0;0;0;427;2
2;27;1;0;0;427;3
7;22;1;0;0;427;4
0;7;0;0;0;427;5
2;20;0;0;0;427;6
5;46;2;1;1;427;7
6;26;4;0;0;427;8
0;7;0;0;0;428;1
7;20;2;0;0;428;2
4;15;1;0;0;428;3
3;44;0;0;0;428;4
1;12;0;0;0;428;5
15;20;6;0;1;428;6
6;61;7;0;0;428;7
15;50;1;0;1;428;8
0;9;0;0;0;429;1
3;7;0;0;0;429;2
1;13;0;0;0;429;3
5;42;3;0;0;429;4
0;9;0;0;0;429;5
2;19;3;2;1;429;6
4;52;2;0;0;429;7
2;13;3;0;0;429;8
0;2;2;0;0;430;3
3;7;1;0;0;430;4
0;1;1;0;0;430;6
1;12;2;1;0;430;7
2;20;1;0;0;430;8
3;7;2;0;0;431;2
1;7;0;0;0;431;3
3;11;2;0;1;431;4
15;17;3;1;2;431;6
4;11;2;0;0;431;7
1;6;3;0;0;431;8
1;1;0;0;0;432;1
3;11;0;0;1;432;2
3;14;0;0;0;432;3
4;12;1;0;0;432;4
0;2;0;0;0;432;5
15;16;4;1;1;432;6
2;6;2;0;0;432;7
10;16;2;0;1;432;8
4;13;3;1;2;433;1
7;18;2;0;0;433;2
5;25;1;0;0;433;3
19;38;3;0;1;433;4
2;19;0;0;0;433;5
9;21;4;0;0;433;6
6;89;3;1;1;433;7
4;17;1;0;0;433;8
1;11;0;0;0;434;1
4;15;2;0;0;434;2
3;18;1;0;0;434;3
7;39;6;0;0;434;4
0;18;0;0;0;434;5
2;25;2;0;0;434;6
15;67;6;0;0;434;7
8;30;4;0;0;434;8
0;9;0;0;0;435;1
3;10;4;0;0;435;2
1;21;3;1;0;435;3
8;29;2;0;1;435;4
1;7;0;0;0;435;5
2;13;0;0;0;435;6
5;61;3;0;0;435;7
10;21;4;1;1;435;8
2;25;2;0;0;436;1
4;11;1;0;1;436;2
5;20;4;0;1;436;3
10;36;5;0;3;436;4
4;5;3;0;1;436;5
4;11;2;1;1;436;6
4;55;3;0;1;436;7
14;40;6;1;1;436;8
2;2;1;0;1;437;2
1;2;0;0;0;437;3
1;18;1;0;0;437;4
2;2;2;0;1;437;5
1;3;1;0;1;437;6
3;13;3;0;1;437;7
4;4;3;0;1;437;8
1;9;0;0;0;438;1
8;16;5;0;2;438;2
4;7;0;0;0;438;3
10;24;6;2;0;438;4
4;4;2;0;0;438;5
8;9;3;0;0;438;6
4;14;1;0;0;438;7
10;14;10;0;0;438;8
2;10;0;0;0;439;1
7;25;3;0;1;439;2
5;22;2;0;0;439;3
18;42;6;0;0;439;4
3;5;1;0;0;439;5
5;22;4;2;1;439;6
15;62;5;2;0;439;7
6;20;5;0;0;439;8
2;2;2;0;0;440;1
4;8;2;0;1;440;2
13;25;2;0;1;440;3
17;52;1;0;1;440;4
1;3;0;0;0;440;5
1;10;2;0;0;440;6
15;56;2;0;0;440;7
11;23;4;0;0;440;8
2;4;2;0;0;441;1
6;15;2;0;0;441;2
2;11;1;0;1;441;3
13;65;5;0;1;441;4
4;6;2;0;0;441;5
5;36;8;2;1;441;6
10;43;3;0;0;441;7
14;24;2;0;1;441;8
4;6;2;0;0;442;1
17;23;5;1;3;442;2
18;47;1;0;1;442;3
28;72;9;0;4;442;4
2;10;2;0;0;442;5
16;33;3;0;1;442;6
9;47;1;0;0;442;7
11;29;8;1;1;442;8
3;37;2;0;0;443;1
7;12;1;1;0;443;2
2;11;5;2;0;443;3
24;78;12;5;3;443;4
0;1;0;0;0;443;5
3;11;7;2;2;443;6
7;58;4;1;1;443;7
10;23;5;0;1;443;8
2;5;0;0;0;444;1
9;10;3;0;1;444;2
6;9;2;0;1;444;3
11;18;9;1;1;444;4
1;1;0;0;0;444;5
3;4;3;1;0;444;6
7;20;3;0;0;444;7
6;9;2;0;0;444;8
2;4;1;0;0;445;1
6;17;5;0;3;445;2
7;8;5;1;0;445;3
17;23;3;0;0;445;4
7;7;4;0;0;445;5
5;5;1;0;0;445;6
13;20;6;1;1;445;7
9;13;5;0;1;445;8
8;9;2;0;2;446;1
7;8;2;0;0;446;2
11;12;1;0;1;446;3
39;69;17;0;1;446;4
7;10;5;0;1;446;5
14;22;6;0;2;446;6
14;51;7;0;1;446;7
15;24;8;0;1;446;8
10;13;1;0;0;447;1
11;19;5;0;2;447;2
6;8;1;0;0;447;3
23;42;12;1;6;447;4
5;7;1;0;0;447;5
22;41;9;1;4;447;6
21;86;6;0;1;447;7
15;49;4;0;2;447;8
7;9;7;1;0;448;1
16;20;7;0;0;448;2
5;8;3;1;1;448;3
10;19;4;0;0;448;4
6;6;2;0;0;448;5
18;32;8;2;1;448;6
26;70;11;0;0;448;7
26;42;9;0;0;448;8
8;10;1;0;0;449;1
14;21;10;1;4;449;2
11;14;5;0;0;449;3
33;44;13;0;3;449;4
7;10;3;0;1;449;5
10;27;10;0;1;449;6
28;126;11;1;4;449;7
22;39;13;1;1;449;8
1;1;1;0;1;450;1
22;27;10;0;4;450;2
11;17;4;1;2;450;3
26;32;14;2;5;450;4
3;4;1;0;0;450;5
11;31;7;1;2;450;6
34;110;13;0;1;450;7
29;48;11;0;2;450;8
0;1;0;0;0;451;1
25;37;9;0;8;451;2
14;19;5;0;0;451;3
19;24;17;3;2;451;4
3;3;3;1;0;451;5
3;5;3;0;0;451;6
13;18;9;0;2;451;7
20;40;8;0;0;451;8
5;9;0;0;1;452;1
20;22;7;0;1;452;2
18;29;4;0;0;452;3
30;71;12;1;5;452;4
7;12;7;2;2;452;5
14;30;7;0;1;452;6
25;90;12;0;3;452;7
31;43;10;1;2;452;8
4;6;0;0;0;453;1
17;38;11;0;6;453;2
21;39;7;1;3;453;3
28;33;16;2;6;453;4
2;3;1;0;0;453;5
20;72;24;3;0;453;6
24;68;9;0;6;453;7
67;128;15;1;4;453;8
2;2;0;0;0;454;1
33;34;13;3;3;454;2
21;23;10;0;0;454;3
24;27;15;1;3;454;4
8;8;2;0;0;454;5
27;27;11;0;1;454;6
41;43;17;2;3;454;7
49;59;16;3;3;454;8
10;11;3;2;0;455;1
18;19;8;1;4;455;2
14;14;1;0;0;455;3
64;71;26;1;10;455;4
10;11;4;0;1;455;5
70;71;17;2;8;455;6
53;60;17;2;5;455;7
41;61;15;2;1;455;8
12;14;5;1;2;456;1
19;21;3;0;2;456;2
20;20;8;3;2;456;3
51;55;34;0;6;456;4
7;9;3;0;1;456;5
27;28;12;2;2;456;6
47;51;19;1;3;456;7
84;98;26;1;10;456;8
16;16;7;0;1;457;1
17;19;8;1;2;457;2
28;28;11;0;7;457;3
32;33;21;3;8;457;4
5;5;2;0;0;457;5
16;18;12;2;1;457;6
44;50;26;3;8;457;7
54;61;28;4;5;457;8
1;2;1;0;0;458;1
10;10;2;0;0;458;2
11;11;5;0;1;458;3
28;30;12;3;3;458;4
4;4;3;0;0;458;5
10;15;12;2;2;458;6
24;29;11;0;3;458;7
27;29;18;2;9;458;8
26;26;4;1;2;459;1
22;22;2;1;2;459;2
66;66;15;2;4;459;3
78;78;26;4;7;459;4
11;11;8;1;2;459;5
43;44;29;3;4;459;6
73;74;35;1;11;459;7
52;53;26;2;6;459;8
15;15;3;0;2;460;1
38;45;13;2;4;460;2
66;66;18;2;11;460;3
61;61;20;1;1;460;4
12;12;9;0;2;460;5
45;47;12;0;3;460;6
76;77;36;3;4;460;7
57;58;25;5;5;460;8
26;26;4;0;3;461;1
51;53;27;1;5;461;2
54;55;22;2;10;461;3
130;131;47;2;14;461;4
17;17;8;0;1;461;5
45;45;25;1;10;461;6
68;69;28;0;3;461;7
78;78;40;3;15;461;8
13;13;6;1;1;462;1
39;40;18;1;5;462;2
87;87;21;0;6;462;3
106;106;42;5;15;462;4
23;23;6;1;3;462;5
41;42;10;1;5;462;6
75;77;47;7;9;462;7
87;87;60;6;14;462;8
22;22;6;1;2;463;1
46;46;18;0;5;463;2
76;76;26;1;5;463;3
78;79;43;4;13;463;4
18;18;9;0;2;463;5
60;61;29;1;6;463;6
101;101;50;4;10;463;7
113;113;61;4;14;463;8
17;17;8;1;2;464;1
80;80;37;6;12;464;2
23;23;13;2;1;464;3
90;93;52;7;16;464;4
16;16;13;2;4;464;5
47;47;23;1;6;464;6
98;98;50;5;7;464;7
111;111;45;2;15;464;8
17;17;11;4;2;465;1
56;58;30;6;11;465;2
67;67;24;2;7;465;3
52;52;39;3;7;465;4
8;8;6;1;1;465;5
32;32;29;3;10;465;6
91;91;67;5;15;465;7
85;85;47;9;14;465;8
17;17;11;2;1;466;1
66;66;37;6;11;466;2
91;91;36;4;12;466;3
141;141;57;4;13;466;4
24;24;10;1;1;466;5
86;86;34;3;10;466;6
122;122;68;4;9;466;7
103;103;60;8;11;466;8
39;39;21;3;6;467;1
64;64;43;7;9;467;2
57;57;40;5;11;467;3
126;127;75;9;13;467;4
33;33;18;2;4;467;5
86;87;43;4;16;467;6
116;117;64;7;11;467;7
122;122;66;11;10;467;8
17;17;11;2;3;468;1
54;54;36;9;7;468;2
31;32;22;4;3;468;3
130;130;75;6;15;468;4
21;21;12;1;4;468;5
96;96;48;2;9;468;6
190;190;116;8;16;468;7
141;141;62;11;16;468;8
31;31;18;3;2;469;1
60;60;40;10;8;469;2
74;74;29;0;3;469;3
93;93;69;5;7;469;4
18;18;13;3;3;469;5
80;80;55;6;10;469;6
179;180;99;8;9;469;7
113;113;55;6;13;469;8
26;26;18;3;3;470;1
29;29;18;3;2;470;2
65;65;38;4;4;470;3
105;105;59;8;16;470;4
15;15;10;4;3;470;5
62;62;35;5;9;470;6
105;105;71;11;16;470;7
156;156;74;14;23;470;8
20;20;14;1;1;471;1
46;47;20;4;6;471;2
55;55;32;7;1;471;3
114;114;53;10;14;471;4
9;9;3;1;2;471;5
34;34;26;3;7;471;6
116;117;65;11;17;471;7
160;160;70;8;31;471;8
12;12;8;1;2;472;1
28;28;25;3;8;472;2
27;27;20;6;4;472;3
70;70;40;8;10;472;4
17;17;16;4;4;472;5
38;38;29;2;7;472;6
128;128;87;11;18;472;7
47;48;35;7;5;472;8
10;10;7;1;3;473;1
67;68;33;5;15;473;2
19;19;15;1;2;473;3
70;70;39;5;12;473;4
7;7;1;0;1;473;5
48;48;31;7;11;473;6
92;92;47;7;7;473;7
71;71;59;11;14;473;8
9;9;4;1;1;474;1
34;34;9;2;2;474;2
24;24;13;3;3;474;3
76;76;41;3;8;474;4
8;8;3;1;2;474;5
33;33;18;4;6;474;6
69;69;35;9;9;474;7
65;65;44;6;11;474;8
9;9;5;2;2;475;1
20;20;11;2;2;475;2
38;38;20;5;1;475;3
74;76;33;6;3;475;4
7;7;4;0;1;475;5
27;27;13;1;2;475;6
107;108;52;12;14;475;7
56;56;26;3;6;475;8
5;5;4;2;2;476;1
21;21;9;2;2;476;2
15;15;3;1;0;476;3
53;53;15;2;7;476;4
7;7;1;0;0;476;5
33;33;15;2;4;476;6
73;74;41;7;6;476;7
41;41;21;4;4;476;8
8;8;2;1;1;477;1
19;19;4;1;2;477;2
29;29;13;4;3;477;3
53;53;26;7;12;477;4
17;17;13;3;1;477;5
28;28;16;3;1;477;6
78;78;33;2;9;477;7
21;21;17;3;3;477;8
5;5;0;0;0;478;1
21;21;5;0;1;478;2
10;10;7;1;1;478;3
23;23;14;2;2;478;4
3;3;1;1;0;478;5
8;8;5;2;2;478;6
40;40;19;3;7;478;7
20;20;11;0;0;478;8
9;9;2;2;1;479;1
14;14;3;0;0;479;2
31;31;12;2;2;479;3
18;18;13;4;2;479;4
1;1;1;0;0;479;5
2;2;1;0;0;479;6
71;71;35;6;7;479;7
22;22;11;5;7;479;8
2;2;0;0;0;480;1
10;10;3;1;1;480;2
21;21;4;2;1;480;3
22;22;10;2;4;480;4
3;3;1;1;0;480;5
6;7;4;2;1;480;6
31;31;12;1;3;480;7
28;28;11;2;2;480;8
6;6;2;1;1;481;1
10;11;3;0;0;481;2
14;14;3;2;1;481;3
26;26;11;3;2;481;4
2;2;0;0;0;481;5
14;14;4;1;2;481;6
60;60;32;3;9;481;7
25;25;6;2;0;481;8
2;2;0;0;0;482;1
4;4;1;1;0;482;2
6;6;1;1;1;482;3
8;8;3;1;2;482;4
1;1;0;0;0;482;5
11;11;5;1;1;482;6
37;37;20;3;5;482;7
7;7;2;0;0;482;8
1;1;1;0;0;483;1
4;4;1;0;0;483;2
1;1;1;0;0;483;3
5;5;0;0;0;483;4
9;9;6;1;2;483;6
21;21;13;5;5;483;7
5;5;4;2;0;483;8
1;1;0;0;0;484;1
3;3;1;0;0;484;2
1;1;1;1;0;484;3
1;1;1;0;0;484;6
12;12;5;1;1;484;7
1;1;1;1;0;485;2
1;1;0;0;0;485;3
1;1;1;1;0;485;4
1;1;0;0;0;485;5
1;1;1;1;1;485;6
14;14;5;1;1;485;7
2;2;0;0;0;486;1
1;1;0;0;0;486;2
4;4;2;0;0;486;6
11;11;5;1;0;486;7
1;1;0;0;0;487;1
1;1;0;0;0;487;2
1;1;0;0;0;487;7
2;2;1;0;0;487;8
1;1;0;0;0;488;6
11;11;7;3;3;488;7
2;2;0;0;0;488;8
1;2;1;0;0;489;6
2;2;0;0;0;489;7
2;2;1;0;0;489;8
1;1;1;1;0;490;2
1;1;0;0;0;490;7
1;1;1;1;1;491;7
2;2;0;0;0;492;7
1;1;0;0;0;492;8
1;1;0;0;0;493;6
4;4;1;0;0;493;7
1;1;0;0;0;493;8
1;1;1;0;0;494;1
1;1;1;0;0;495;8
